"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2684","Open_Admin_Module","TestScriptAuto","Wed Sep 25 23:33:39 EEST 2024","passed","Wed Sep 25 23:33:42 EEST 2024","ReuseTests.DashboardTest","First Test","ReuseTests.DashboardTest","Open_Admin_Module"
